qseqid	sseqid	pident	length	evalue	bitscore
sp|Q92541|RTF1_HUMAN	sp|P53064|RTF1_YEAST	24.009	454	6.01e-26	110.0
sp|Q92544|TM9S4_HUMAN	sp|P32802|TMN1_YEAST	35.882	680	2.7100000000000003e-132	401.0
sp|Q92562|FIG4_HUMAN	sp|P42837|FIG4_YEAST	40.408	735	2.2700000000000002e-169	513.0
sp|Q92572|AP3S1_HUMAN	sp|P47064|AP3S_YEAST	46.296	162	9.709999999999999e-42	137.0
sp|Q92600|CNOT9_HUMAN	sp|P53829|CAF40_YEAST	61.481	270	1.4899999999999999e-115	335.0
sp|Q92609|TBCD5_HUMAN	sp|P32806|GYP6_YEAST	25.551	227	2e-09	58.5
sp|Q92611|EDEM1_HUMAN	sp|P38888|MNL1_YEAST	40.606	495	7.83e-112	352.0
sp|Q92616|GCN1_HUMAN	sp|P33892|GCN1_YEAST	34.053	1853	0.0	1006.0
sp|Q92620|PRP16_HUMAN	sp|P15938|PRP16_YEAST	49.361	782	0.0	750.0
sp|Q92643|GPI8_HUMAN	sp|P49018|GPI8_YEAST	60.148	271	1.47e-121	356.0
sp|Q92673|SORL_HUMAN	sp|P53751|YN94_YEAST	26.465	529	2.2199999999999998e-42	168.0
sp|Q92685|ALG3_HUMAN	sp|P38179|ALG3_YEAST	36.658	401	2.57e-63	209.0
sp|Q92696|PGTA_HUMAN	sp|Q00618|PGTA_YEAST	31.734	271	1.4e-39	145.0
sp|Q92698|RAD54_HUMAN	sp|P32863|RAD54_YEAST	48.217	645	0.0	595.0
sp|Q92743|HTRA1_HUMAN	sp|P53920|NM111_YEAST	27.439	328	1.13e-10	62.0
sp|Q92747|ARC1A_HUMAN	sp|P38328|ARPC1_YEAST	37.203	379	8.98e-78	242.0
sp|Q92759|TF2H4_HUMAN	sp|Q02939|TFB2_YEAST	34.524	504	1.07e-92	288.0
sp|Q92797|SYMPK_HUMAN	sp|Q01329|PTA1_YEAST	27.523	109	2.37e-06	50.1
sp|Q92819|HYAS2_HUMAN	sp|P29465|CHS3_YEAST	25.444	169	1.97e-12	68.2
sp|Q92831|KAT2B_HUMAN	sp|Q03330|GCN5_YEAST	46.832	363	1.9000000000000002e-99	314.0
sp|Q92878|RAD50_HUMAN	sp|P12753|RAD50_YEAST	32.018	659	2.4299999999999997e-69	254.0
sp|Q92889|XPF_HUMAN	sp|P06777|RAD1_YEAST	30.079	1014	1.0699999999999999e-126	407.0
sp|Q92890|UFD1_HUMAN	sp|P53044|UFD1_YEAST	37.349	332	3.19e-65	207.0
sp|Q92900|RENT1_HUMAN	sp|P30771|RENT1_YEAST	55.309	857	0.0	965.0
sp|Q92903|CDS1_HUMAN	sp|P38221|CDS1_YEAST	38.269	439	5.14e-93	287.0
sp|Q92905|CSN5_HUMAN	sp|Q12468|CSN5_YEAST	40.291	206	2.05e-46	161.0
sp|Q92917|GPKOW_HUMAN	sp|Q02521|SPP2_YEAST	36.17	94	1.03e-06	47.0
sp|Q92930|RAB8B_HUMAN	sp|P07560|SEC4_YEAST	60.694	173	1.24e-77	230.0
sp|Q92949|FOXJ1_HUMAN	sp|P41813|FKH2_YEAST	52.577	97	2.0800000000000004e-27	113.0
sp|Q92968|PEX13_HUMAN	sp|P80667|PEX13_YEAST	26.196	397	8.69e-22	94.0
sp|Q92973|TNPO1_HUMAN	sp|P38217|IMB2_YEAST	34.439	874	2.86e-135	425.0
sp|Q92979|NEP1_HUMAN	sp|Q06287|NEP1_YEAST	51.24	242	2.83e-78	234.0
sp|Q92989|CLP1_HUMAN	sp|Q08685|CLP1_YEAST	24.541	436	3.7e-33	127.0
sp|Q92993|KAT5_HUMAN	sp|Q08649|ESA1_YEAST	54.14	314	9.290000000000001e-110	332.0
sp|Q92994|TF3B_HUMAN	sp|P29056|TF3B_YEAST	31.796	607	1.79e-82	270.0
sp|Q93009|UBP7_HUMAN	sp|P50101|UBP15_YEAST	30.19	1156	2.1200000000000003e-144	463.0
sp|Q93050|VPP1_HUMAN	sp|P32563|VPP1_YEAST	41.627	848	0.0	640.0
sp|Q969E8|TSR2_HUMAN	sp|Q06672|TSR2_YEAST	33.333	93	1.84e-10	55.8
sp|Q969G6|RIFK_HUMAN	sp|Q03778|RIFK_YEAST	36.31	168	1.29e-28	103.0
sp|Q969H0|FBXW7_HUMAN	sp|P07834|CDC4_YEAST	29.389	507	1.32e-65	229.0
sp|Q969K4|ABTB1_HUMAN	sp|P40560|YIA1_YEAST	27.778	486	4.4e-39	146.0
sp|Q969M1|TM40L_HUMAN	sp|P23644|TOM40_YEAST	26.006	323	1.57e-18	83.2
sp|Q969M3|YIPF5_HUMAN	sp|P53039|YIP1_YEAST	41.436	181	1.9199999999999999e-38	132.0
sp|Q969N2|PIGT_HUMAN	sp|P38875|GPI16_YEAST	36.404	228	9.520000000000001e-37	142.0
sp|Q969P6|TOP1M_HUMAN	sp|P04786|TOP1_YEAST	49.552	446	1.0899999999999999e-150	451.0
sp|Q969R2|OSBP2_HUMAN	sp|Q12451|OSH2_YEAST	36.195	431	7.01e-79	278.0
sp|Q969S0|S35B4_HUMAN	sp|P40004|YEA4_YEAST	29.29	338	2.3300000000000002e-43	150.0
sp|Q969S3|ZN622_HUMAN	sp|P38344|REI1_YEAST	41.86	172	3.87e-36	135.0
sp|Q969S9|RRF2M_HUMAN	sp|P39677|RRF2M_YEAST	35.309	793	2.14e-137	424.0
sp|Q969X1|LFG3_HUMAN	sp|P48558|BXI1_YEAST	24.111	253	7.44e-19	83.2
sp|Q969X6|UTP4_HUMAN	sp|Q06679|UTP4_YEAST	24.106	755	2.61e-46	174.0
sp|Q969Y2|GTPB3_HUMAN	sp|P32559|MSS1_YEAST	34.63	514	6.83e-93	290.0
sp|Q96AA3|RFT1_HUMAN	sp|P38206|RFT1_YEAST	26.243	503	5.1000000000000004e-36	139.0
sp|Q96AJ9|VTI1A_HUMAN	sp|Q04338|VTI1_YEAST	32.161	199	2.2999999999999997e-24	94.0
sp|Q96AQ8|MCUR1_HUMAN	sp|P43557|FMP32_YEAST	24.607	191	1.66e-12	63.9
sp|Q96AT9|RPE_HUMAN	sp|P46969|RPE_YEAST	54.545	231	1.4e-89	262.0
sp|Q96AX1|VP33A_HUMAN	sp|P20795|VPS33_YEAST	28.176	433	4.13e-37	144.0
sp|Q96BD5|PF21A_HUMAN	sp|Q04779|RCO1_YEAST	47.17	53	1.18e-12	68.9
sp|Q96BK5|PINX1_HUMAN	sp|P53335|PXR1_YEAST	44.33	97	1.28e-18	82.4
sp|Q96BW9|TAM41_HUMAN	sp|P53230|TAM41_YEAST	40.566	212	8.81e-40	145.0
sp|Q96BY7|ATG2B_HUMAN	sp|P53855|ATG2_YEAST	26.269	335	1.04e-15	81.6
sp|Q96BZ9|TBC20_HUMAN	sp|P43570|GYP8_YEAST	25.6	250	3.51e-15	75.1
sp|Q96C11|FGGY_HUMAN	sp|Q04585|YDR09_YEAST	40.037	547	1.3600000000000002e-129	393.0
sp|Q96C86|DCPS_HUMAN	sp|Q12123|DCS2_YEAST	35.625	320	1.7100000000000001e-49	167.0
sp|Q96CD2|COAC_HUMAN	sp|P36076|CAB3_YEAST	40.625	192	6.3e-41	144.0
sp|Q96CP6|ASTRA_HUMAN	sp|Q06681|YSP2_YEAST	44.068	118	1.75e-24	107.0
sp|Q96CQ1|S2536_HUMAN	sp|P38127|RIM2_YEAST	39.818	329	4.85e-61	197.0
sp|Q96CS3|FAF2_HUMAN	sp|Q12229|UBX3_YEAST	28.736	261	7.919999999999999e-23	98.6
sp|Q96CW5|GCP3_HUMAN	sp|P53540|SPC98_YEAST	25.183	409	1.03e-34	140.0
sp|Q96D46|NMD3_HUMAN	sp|P38861|NMD3_YEAST	43.874	506	3.49e-157	455.0
sp|Q96DA6|TIM14_HUMAN	sp|Q07914|TIM14_YEAST	57.812	64	3.07e-22	84.0
sp|Q96DG6|CMBL_HUMAN	sp|P39721|AIM2_YEAST	27.632	228	3.35e-18	79.0
sp|Q96DP5|FMT_HUMAN	sp|P32785|FMT_YEAST	28.035	346	2.26e-21	92.8
sp|Q96DW6|S2538_HUMAN	sp|Q07534|S2538_YEAST	32.333	300	8.64e-35	126.0
sp|Q96E22|NGBR_HUMAN	sp|Q12063|UPPS_YEAST	29.0	200	1.33e-22	94.4
sp|Q96E52|OMA1_HUMAN	sp|P36163|OMA1_YEAST	27.206	272	1.15e-32	125.0
sp|Q96EB1|ELP4_HUMAN	sp|Q02884|ELP4_YEAST	26.142	394	8.49e-13	67.8
sp|Q96EB6|SIR1_HUMAN	sp|P53685|HST1_YEAST	42.361	288	5.3699999999999993e-67	228.0
sp|Q96EE3|SEH1_HUMAN	sp|P53011|SEH1_YEAST	34.758	351	3.59e-64	206.0
sp|Q96EK6|GNA1_HUMAN	sp|P43577|GNA1_YEAST	32.877	146	2.05e-19	78.6
sp|Q96EK9|KTI12_HUMAN	sp|P34253|KTI12_YEAST	36.207	116	8.24e-18	80.9
sp|Q96EU6|RRP36_HUMAN	sp|Q12481|RRP36_YEAST	31.977	172	1.27e-10	58.5
sp|Q96EY9|ADAT3_HUMAN	sp|Q9URQ3|ADAT3_YEAST	26.071	280	7.79e-16	75.5
sp|Q96F25|ALG14_HUMAN	sp|P38242|ALG14_YEAST	35.025	197	8.759999999999999e-25	95.5
sp|Q96FK6|WDR89_HUMAN	sp|P53962|YND5_YEAST	31.14	228	2.13e-18	84.0
sp|Q96FL8|S47A1_HUMAN	sp|Q05497|YD338_YEAST	28.694	467	6.99e-51	184.0
sp|Q96FM1|PGAP3_HUMAN	sp|P25625|PER1_YEAST	28.696	345	5.680000000000001e-32	120.0
sp|Q96FX2|DPH3_HUMAN	sp|Q3E840|DPH3_YEAST	49.18	61	7.1e-19	71.6
sp|Q96FX7|TRM61_HUMAN	sp|P46959|TRM61_YEAST	39.924	263	2.5e-57	186.0
sp|Q96FZ2|HMCES_HUMAN	sp|Q04471|YM04_YEAST	29.876	241	9.030000000000001e-21	90.1
sp|Q96FZ7|CHMP6_HUMAN	sp|Q04272|VPS20_YEAST	30.055	183	2.48e-22	88.2
sp|Q96G03|PGM2_HUMAN	sp|Q03262|PGM3_YEAST	39.583	624	5.53e-132	398.0
sp|Q96G21|IMP4_HUMAN	sp|P53941|IMP4_YEAST	51.877	293	2.5200000000000002e-99	291.0
sp|Q96G46|DUS3L_HUMAN	sp|Q06053|DUS3_YEAST	37.838	592	2.98e-126	386.0
sp|Q96GG9|DCNL1_HUMAN	sp|Q12395|DCN1_YEAST	25.373	268	1.9300000000000001e-22	91.3
sp|Q96GM5|SMRD1_HUMAN	sp|Q08747|UAF30_YEAST	40.741	54	7.74e-09	54.3
sp|Q96GQ7|DDX27_HUMAN	sp|P32892|DRS1_YEAST	44.025	477	5.2199999999999996e-138	423.0
sp|Q96GW9|SYMM_HUMAN	sp|P22438|SYMM_YEAST	36.881	545	4.5199999999999995e-104	324.0
sp|Q96GX5|GWL_HUMAN	sp|P43565|RIM15_YEAST	46.835	158	4.760000000000001e-43	168.0
sp|Q96GX9|MTNB_HUMAN	sp|P47095|MTNB_YEAST	46.46	226	3.92e-62	193.0
sp|Q96H20|SNF8_HUMAN	sp|Q12483|SNF8_YEAST	36.481	233	1.45e-49	161.0
sp|Q96H96|COQ2_HUMAN	sp|P32378|COQ2_YEAST	44.637	289	1.24e-74	234.0
sp|Q96HL8|SH3Y1_HUMAN	sp|P32793|YSC84_YEAST	50.222	225	1.47e-60	199.0
sp|Q96HR8|NAF1_HUMAN	sp|P53919|NAF1_YEAST	27.746	346	3.03e-12	66.6
sp|Q96I59|SYNM_HUMAN	sp|P25345|SYNM_YEAST	36.966	468	8.71e-97	298.0
sp|Q96IG2|FXL20_HUMAN	sp|P24814|GRR1_YEAST	25.424	295	5.1200000000000004e-27	112.0
sp|Q96IV0|NGLY1_HUMAN	sp|Q02890|PNG1_YEAST	38.188	309	9.8e-58	197.0
sp|Q96JB2|COG3_HUMAN	sp|P40094|COG3_YEAST	24.413	639	2.12e-40	157.0
sp|Q96JC1|VPS39_HUMAN	sp|Q07468|VAM6_YEAST	26.998	463	9.240000000000001e-32	131.0
sp|Q96JE7|SC16B_HUMAN	sp|P48415|SEC16_YEAST	24.48	433	4.32e-12	68.6
sp|Q96K17|BT3L4_HUMAN	sp|Q02642|NACB1_YEAST	39.355	155	3.4000000000000004e-27	97.8
sp|Q96K37|S35E1_HUMAN	sp|P22215|SLY41_YEAST	24.074	378	2.38e-20	90.5
sp|Q96K49|TM87B_HUMAN	sp|P32857|PTM1_YEAST	24.233	326	4.7e-17	82.0
sp|Q96KG9|SCYL1_HUMAN	sp|Q12453|CEX1_YEAST	23.784	555	5.11e-28	118.0
sp|Q96KN3|PKNX2_HUMAN	sp|P53147|TOS8_YEAST	36.8	125	1.36e-16	77.8
sp|Q96KP4|CNDP2_HUMAN	sp|P43616|DUG1_YEAST	51.688	474	3.44e-173	493.0
sp|Q96LU5|IMP1L_HUMAN	sp|P28627|IMP1_YEAST	35.065	154	2.1499999999999997e-23	89.4
sp|Q96MF6|CQ10A_HUMAN	sp|Q08058|COQ10_YEAST	27.717	184	3.21e-11	58.9
sp|Q96MU6|ZN778_HUMAN	sp|P47043|ZAP1_YEAST	43.86	171	5.39e-35	140.0
sp|Q96MV1|TLCD4_HUMAN	sp|P47153|TDA4_YEAST	28.571	252	5.04e-11	59.7
sp|Q96MV8|ZDH15_HUMAN	sp|P42836|PFA3_YEAST	32.609	276	5.37e-31	117.0
sp|Q96N96|SPT13_HUMAN	sp|P11433|CDC24_YEAST	25.956	366	1.92e-20	94.0
sp|Q96NR8|RDH12_HUMAN	sp|Q08651|ENV9_YEAST	30.094	319	5.95e-28	108.0
sp|Q96NS1|YPEL4_HUMAN	sp|P38191|MOH1_YEAST	48.421	95	1.05e-28	100.0
sp|Q96NX5|KCC1G_HUMAN	sp|P22517|KCC2_YEAST	40.566	318	3.54e-72	233.0
sp|Q96NY9|MUS81_HUMAN	sp|Q04149|MUS81_YEAST	28.707	317	6.94e-23	100.0
sp|Q96NZ1|FOXN4_HUMAN	sp|P39521|FKHL1_YEAST	39.474	114	3.27e-18	86.3
sp|Q96P11|NSUN5_HUMAN	sp|P53972|RCM1_YEAST	28.916	498	3.2799999999999995e-48	169.0
sp|Q96P70|IPO9_HUMAN	sp|P53067|IMB5_YEAST	31.016	187	1.82e-16	82.8
sp|Q96PC2|IP6K3_HUMAN	sp|Q12494|KCS1_YEAST	41.727	139	2.65e-28	115.0
sp|Q96PQ0|SORC2_HUMAN	sp|P32319|VPS10_YEAST	26.087	598	7.85e-42	165.0
sp|Q96PU5|NED4L_HUMAN	sp|P39940|RSP5_YEAST	49.246	597	0.0	574.0
sp|Q96PV6|LENG8_HUMAN	sp|Q12049|THP3_YEAST	31.095	283	2.37e-39	150.0
sp|Q96PZ0|PUS7_HUMAN	sp|Q08647|PUS7_YEAST	35.962	634	2.09e-116	361.0
sp|Q96Q11|TRNT1_HUMAN	sp|P21269|CCA1_YEAST	32.189	233	9.26e-14	70.9
sp|Q96QE2|MYCT_HUMAN	sp|P30606|ITR2_YEAST	34.286	350	1.1099999999999999e-67	230.0
sp|Q96QK1|VPS35_HUMAN	sp|P34110|VPS35_YEAST	46.07	369	2.33e-87	295.0
sp|Q96QS3|ARX_HUMAN	sp|Q04116|YHP1_YEAST	35.593	59	1.37e-06	48.5
sp|Q96RG2|PASK_HUMAN	sp|P31374|PSK1_YEAST	38.077	260	2.39e-51	196.0
sp|Q96RL7|VP13A_HUMAN	sp|Q07878|VPS13_YEAST	24.024	1307	1.39e-79	293.0
sp|Q96RP9|EFGM_HUMAN	sp|P25039|EFGM_YEAST	57.184	696	0.0	811.0
sp|Q96RQ1|ERGI2_HUMAN	sp|Q04651|ERV41_YEAST	29.43	316	1.69e-30	117.0
sp|Q96RQ3|MCCA_HUMAN	sp|P32528|DUR1_YEAST	43.82	445	4.5e-116	382.0
sp|Q96RR4|KKCC2_HUMAN	sp|P43637|TOS3_YEAST	33.989	356	7.14e-50	179.0
sp|Q96RS0|TGS1_HUMAN	sp|Q12052|TGS1_YEAST	35.981	214	1.5199999999999998e-34	132.0
sp|Q96S15|WDR24_HUMAN	sp|Q08281|RTC1_YEAST	28.409	176	6.8e-15	77.0
sp|Q96S44|PRPK_HUMAN	sp|P53323|BUD32_YEAST	34.025	241	6.2e-36	126.0
sp|Q96S52|PIGS_HUMAN	sp|Q04080|GPI17_YEAST	23.571	560	3.31e-19	89.0
sp|Q96S55|WRIP1_HUMAN	sp|P40151|WRIP1_YEAST	46.239	452	2.2e-121	371.0
sp|Q96SB4|SRPK1_HUMAN	sp|Q03656|SKY1_YEAST	49.296	213	1.59e-61	216.0
sp|Q96SB8|SMC6_HUMAN	sp|Q12749|SMC6_YEAST	25.116	1079	6.839999999999999e-92	317.0
sp|Q96SE0|ABHD1_HUMAN	sp|Q03649|MGL2_YEAST	28.125	384	6.0700000000000006e-37	137.0
sp|Q96ST2|IWS1_HUMAN	sp|Q06505|IWS1_YEAST	39.13	138	6.91e-25	106.0
sp|Q96ST3|SIN3A_HUMAN	sp|P22579|SIN3_YEAST	39.623	371	4.77e-77	278.0
sp|Q96T52|IMP2L_HUMAN	sp|P46972|IMP2_YEAST	43.333	150	1.4900000000000001e-33	115.0
sp|Q96T76|MMS19_HUMAN	sp|P40469|MET18_YEAST	24.482	531	1.45e-28	121.0
sp|Q96TA2|YMEL1_HUMAN	sp|P32795|YME1_YEAST	51.245	482	7.82e-159	477.0
sp|Q99426|TBCB_HUMAN	sp|P53904|TBCB_YEAST	28.287	251	2.51e-16	73.9
sp|Q99436|PSB7_HUMAN	sp|P25043|PSB2_YEAST	54.962	262	3.74e-99	289.0
sp|Q99437|VATO_HUMAN	sp|P23968|VATO_YEAST	56.805	169	3.4899999999999995e-52	165.0
sp|Q99442|SEC62_HUMAN	sp|P21825|SEC62_YEAST	31.69	142	9.670000000000001e-21	89.4
sp|Q99447|PCY2_HUMAN	sp|P33412|ECT1_YEAST	34.582	347	9.849999999999999e-54	179.0
sp|Q99459|CDC5L_HUMAN	sp|Q03654|CEF1_YEAST	50.794	252	4.76e-71	242.0
sp|Q99460|PSMD1_HUMAN	sp|P32565|RPN2_YEAST	40.262	991	0.0	696.0
sp|Q99471|PFD5_HUMAN	sp|Q04493|PFD5_YEAST	41.129	124	5.1900000000000005e-31	107.0
sp|Q99523|SORT_HUMAN	sp|P40890|VTH2_YEAST	25.869	518	1.74e-43	169.0
sp|Q99543|DNJC2_HUMAN	sp|P32527|ZUO1_YEAST	37.966	295	7.409999999999999e-54	188.0
sp|Q99570|PI3R4_HUMAN	sp|P22219|VPS15_YEAST	33.375	803	3.4100000000000003e-121	410.0
sp|Q99575|POP1_HUMAN	sp|P41812|POP1_YEAST	28.402	169	3.73e-09	58.5
sp|Q99623|PHB2_HUMAN	sp|P50085|PHB2_YEAST	54.779	272	1.36e-100	295.0
sp|Q99633|PRP18_HUMAN	sp|P33411|PRP18_YEAST	34.545	110	2.98e-12	63.9
sp|Q99640|PMYT1_HUMAN	sp|P32944|SWE1_YEAST	31.197	234	3.37e-31	125.0
sp|Q99643|C560_HUMAN	sp|Q04487|SHH3_YEAST	29.915	117	1.2e-08	50.1
sp|Q99685|MGLL_HUMAN	sp|P28321|MGLL_YEAST	23.718	312	1.38e-17	79.7
sp|Q99707|METH_HUMAN	sp|Q12525|MHT1_YEAST	21.534	339	8.49e-10	59.7
sp|Q99720|SGMR1_HUMAN	sp|P32352|ERG2_YEAST	33.175	211	1.0799999999999999e-24	95.1
sp|Q99733|NP1L4_HUMAN	sp|P25293|NAP1_YEAST	35.873	315	2.98e-48	166.0
sp|Q99741|CDC6_HUMAN	sp|P09119|CDC6_YEAST	27.473	455	3.95e-36	139.0
sp|Q99759|M3K3_HUMAN	sp|P23561|STE11_YEAST	41.424	309	9.459999999999999e-68	232.0
sp|Q99797|MIPEP_HUMAN	sp|P35999|PMIP_YEAST	31.831	688	1.51e-113	358.0
sp|Q99798|ACON_HUMAN	sp|P19414|ACON_YEAST	67.28	761	0.0	1070.0
sp|Q99807|COQ7_HUMAN	sp|P41735|COQ7_YEAST	45.026	191	2.19e-51	164.0
sp|Q99816|TS101_HUMAN	sp|P25604|STP22_YEAST	28.188	149	1.27e-09	57.4
sp|Q99832|TCPH_HUMAN	sp|P42943|TCPH_YEAST	63.284	542	0.0	707.0
sp|Q99848|EBP2_HUMAN	sp|P36049|EBP2_YEAST	33.216	283	1.1799999999999999e-30	117.0
sp|Q99873|ANM1_HUMAN	sp|P38074|ANM1_YEAST	50.962	312	4.2e-114	334.0
sp|Q99943|PLCA_HUMAN	sp|P33333|PLSC_YEAST	34.685	222	3.03e-41	142.0
sp|Q9BPX3|CND3_HUMAN	sp|Q06680|CND3_YEAST	26.667	465	6.61e-30	126.0
sp|Q9BPX5|ARP5L_HUMAN	sp|P40518|ARPC5_YEAST	28.387	155	4.01e-14	63.9
sp|Q9BQ48|RM34_HUMAN	sp|Q04598|RM34_YEAST	50.0	50	2.08e-09	48.5
sp|Q9BQ52|RNZ2_HUMAN	sp|P36159|RNZ_YEAST	25.366	820	5.33e-55	202.0
sp|Q9BQ67|GRWD1_HUMAN	sp|Q04225|RRB1_YEAST	34.581	454	3.78e-76	244.0
sp|Q9BQ70|TCF25_HUMAN	sp|Q05468|RQC1_YEAST	26.26	377	2.38e-24	106.0
sp|Q9BQ83|SLX1_HUMAN	sp|P38324|SLX1_YEAST	26.761	284	4.33e-22	91.3
sp|Q9BQC3|DPH2_HUMAN	sp|P32461|DPH2_YEAST	25.048	519	2.96e-34	133.0
sp|Q9BQF6|SENP7_HUMAN	sp|P40537|ULP2_YEAST	23.986	296	6.04e-18	87.4
sp|Q9BQG2|NUD12_HUMAN	sp|P53164|NPY1_YEAST	30.328	366	7.92e-41	148.0
sp|Q9BQK8|LPIN3_HUMAN	sp|P32567|PAH1_YEAST	41.503	306	6.180000000000001e-73	254.0
sp|Q9BQQ3|GORS1_HUMAN	sp|Q04410|GRH1_YEAST	39.252	107	1.05e-13	70.1
sp|Q9BQS8|FYCO1_HUMAN	sp|Q06651|PIB1_YEAST	44.0	75	7.08e-12	65.9
sp|Q9BQT8|ODC_HUMAN	sp|Q99297|ODC2_YEAST	37.762	286	2.26e-60	192.0
sp|Q9BRB3|PIGQ_HUMAN	sp|P53306|GPI1_YEAST	32.526	289	5.2600000000000005e-27	114.0
sp|Q9BRC7|PLCD4_HUMAN	sp|P32383|PLC1_YEAST	31.212	660	5.5199999999999997e-76	261.0
sp|Q9BRD0|BUD13_HUMAN	sp|P46947|CWC26_YEAST	65.789	38	9.43e-09	54.7
sp|Q9BRG1|VPS25_HUMAN	sp|P47142|VPS25_YEAST	30.27	185	4.14e-24	91.7
sp|Q9BRJ6|CHOLN_HUMAN	sp|P25617|YCQ6_YEAST	29.508	61	3.42e-08	50.1
sp|Q9BRP1|PDD2L_HUMAN	sp|P25040|TSR4_YEAST	33.898	118	7.88e-08	51.6
sp|Q9BRP4|PAAF1_HUMAN	sp|P53196|RPN14_YEAST	30.488	246	2.1300000000000002e-27	110.0
sp|Q9BRS2|RIOK1_HUMAN	sp|Q12196|RIO1_YEAST	41.304	368	7.62e-83	265.0
sp|Q9BRT8|ZNG1A_HUMAN	sp|P53729|ZNG1_YEAST	39.071	366	2.76e-70	225.0
sp|Q9BRT9|SLD5_HUMAN	sp|Q03406|SLD5_YEAST	22.984	248	3.87e-11	59.3
sp|Q9BRU9|UTP23_HUMAN	sp|Q12339|UTP23_YEAST	31.1	209	1.13e-22	91.3
sp|Q9BRX2|PELO_HUMAN	sp|P33309|DOM34_YEAST	34.447	389	1.18e-82	255.0
sp|Q9BSC4|NOL10_HUMAN	sp|P48234|NOL10_YEAST	40.762	682	1.63e-158	472.0
sp|Q9BSH4|TACO1_HUMAN	sp|P53212|YG1D_YEAST	28.253	269	5.869999999999999e-23	94.0
sp|Q9BSH5|HDHD3_HUMAN	sp|Q04223|YM14_YEAST	26.027	219	3.83e-15	71.6
sp|Q9BSJ2|GCP2_HUMAN	sp|P38863|SPC97_YEAST	22.981	483	5.91e-14	73.9
sp|Q9BSV6|SEN34_HUMAN	sp|P39707|SEN34_YEAST	25.161	310	4.26e-17	77.8
sp|Q9BT17|MTG1_HUMAN	sp|Q03151|MTG1_YEAST	29.747	316	8.38e-26	103.0
sp|Q9BT22|ALG1_HUMAN	sp|P16661|ALG1_YEAST	35.217	460	2.1299999999999998e-82	259.0
sp|Q9BTE6|AASD1_HUMAN	sp|P53960|YNE0_YEAST	27.517	447	9.89e-44	156.0
sp|Q9BTM9|URM1_HUMAN	sp|P40554|URM1_YEAST	42.424	99	6.83e-22	80.5
sp|Q9BTT4|MED10_HUMAN	sp|Q06213|MED10_YEAST	29.231	130	1.47e-12	59.3
sp|Q9BTV6|DPH7_HUMAN	sp|P38332|DPH7_YEAST	32.022	178	6.06e-15	74.3
sp|Q9BTY7|HGH1_HUMAN	sp|P48362|HGH1_YEAST	31.142	289	1.51e-36	135.0
sp|Q9BU89|DOHH_HUMAN	sp|P47120|DOHH_YEAST	48.464	293	3.1e-82	249.0
sp|Q9BUE6|ISCA1_HUMAN	sp|Q07821|ISA1_YEAST	50.467	107	3.36e-36	122.0
sp|Q9BUI4|RPC3_HUMAN	sp|P32349|RPC3_YEAST	22.699	163	3.79e-11	63.5
sp|Q9BUK0|CHCH7_HUMAN	sp|P38824|COX23_YEAST	41.667	48	1.84e-07	43.9
sp|Q9BUK6|MSTO1_HUMAN	sp|Q03652|DML1_YEAST	20.388	309	1.63e-09	58.2
sp|Q9BUP3|HTAI2_HUMAN	sp|P40008|FMP52_YEAST	32.099	162	7.2e-14	66.6
sp|Q9BUQ8|DDX23_HUMAN	sp|P23394|PRP28_YEAST	37.245	588	9.000000000000001e-117	364.0
sp|Q9BV10|ALG12_HUMAN	sp|P53730|ALG12_YEAST	34.141	454	2.36e-66	221.0
sp|Q9BV20|MTNA_HUMAN	sp|Q06489|MTNA_YEAST	41.935	403	1.24e-95	289.0
sp|Q9BV23|ABHD6_HUMAN	sp|P53750|YN93_YEAST	22.794	272	4.13e-13	66.6
sp|Q9BV38|WDR18_HUMAN	sp|P53877|IPI3_YEAST	24.128	344	3.74e-15	75.5
sp|Q9BV57|MTND_HUMAN	sp|Q03677|MTND_YEAST	42.473	186	2.57e-45	145.0
sp|Q9BV79|MECR_HUMAN	sp|P38071|ETR1_YEAST	36.446	332	2.06e-58	192.0
sp|Q9BV86|NTM1A_HUMAN	sp|P38340|NTM1_YEAST	38.326	227	5.71e-45	148.0
sp|Q9BVC3|DCC1_HUMAN	sp|P25559|DCC1_YEAST	23.81	378	6.09e-10	58.2
sp|Q9BVC4|LST8_HUMAN	sp|P41318|LST8_YEAST	47.436	312	1.75e-103	303.0
sp|Q9BVG4|PBDC1_HUMAN	sp|Q08971|YP225_YEAST	43.571	140	3.2300000000000004e-33	115.0
sp|Q9BVI4|NOC4L_HUMAN	sp|Q06512|NOC4_YEAST	31.653	496	1.0299999999999999e-69	231.0
sp|Q9BVJ6|UT14A_HUMAN	sp|Q04500|UTP14_YEAST	40.659	182	3.3600000000000004e-35	141.0
sp|Q9BVK2|ALG8_HUMAN	sp|P40351|ALG8_YEAST	38.55	524	5.26e-105	324.0
sp|Q9BVK6|TMED9_HUMAN	sp|P53198|ERP6_YEAST	31.308	214	4.08e-34	120.0
sp|Q9BVL4|SELO_HUMAN	sp|Q08968|SELO_YEAST	32.017	481	6.600000000000001e-56	200.0
sp|Q9BVP2|GNL3_HUMAN	sp|P40010|NUG1_YEAST	31.116	466	1.48e-49	177.0
sp|Q9BVS4|RIOK2_HUMAN	sp|P40160|RIO2_YEAST	41.667	396	5.58e-96	296.0
